Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Technology,Phones,566.97,3,0.0,153.0819
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,9.84,3,0.0,2.8536
Second Class,Home Office,United States,Long Beach,New York,11561,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024
Second Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Art,3.008,2,0.2,0.3384
Second Class,Corporate,United States,Buffalo,New York,14215,East,Technology,Phones,43.6,4,0.0,12.208
Second Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Furnishings,154.95,3,0.0,30.99
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,17.52,3,0.0,5.256
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Furniture,Chairs,1779.9,5,0.0,373.779
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,219.9,5,0.0,59.373
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,456.588,2,0.7,-304.392
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Machines,4499.985,5,0.7,-6599.978
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,59.976,3,0.2,11.9952
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,25.06,2,0.0,11.7782
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,4.842,3,0.7,-3.3894
Standard Class,Corporate,United States,Middletown,Connecticut,6457,East,Office Supplies,Binders,26.9,5,0.0,13.181
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,47.01,3,0.0,22.0947
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,469.99,1,0.0,136.2971
First Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,207.846,3,0.1,2.3094
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,324.744,3,0.2,-77.1267
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,4.77,1,0.0,2.1465
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Art,7.98,3,0.0,2.0748
First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Tables,550.431,3,0.3,-47.1798
First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,10.56,6,0.0,4.6464
Second Class,Home Office,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,592.74,6,0.0,160.0398
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Art,8.64,3,0.0,2.5056
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,149.97,3,0.0,52.4895
Standard Class,Corporate,United States,Rome,New York,13440,East,Furniture,Chairs,90.882,1,0.1,15.147
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,45.96,2,0.0,13.788
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,25.584,2,0.2,8.9544
First Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,464.0,5,0.0,134.56
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,235.95,3,0.0,77.8635
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,39.96,4,0.0,17.982
Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,18.528,4,0.7,-12.352
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Envelopes,24.448,4,0.2,8.8624
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Tables,337.176,2,0.4,-118.0116
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,13.92,3,0.2,4.35
Standard Class,Home Office,United States,Wheeling,West Virginia,26003,East,Office Supplies,Binders,82.4,5,0.0,40.376
Standard Class,Home Office,United States,Wheeling,West Virginia,26003,East,Office Supplies,Binders,6.24,2,0.0,3.0576
Standard Class,Home Office,United States,Wheeling,West Virginia,26003,East,Office Supplies,Paper,447.84,8,0.0,219.4416
First Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,25.696,2,0.2,1.9272
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3404.5,5,0.0,1668.205
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,101.34,3,0.0,8.1072
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,344.372,4,0.3,-93.4724
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Office Supplies,Storage,38.62,2,0.0,10.8136
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Technology,Accessories,59.98,2,0.0,10.7964
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,174.3,3,0.0,81.921
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,2.97,3,0.0,1.3365
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,569.99,1,0.0,170.997
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,50.97,3,0.0,9.1746
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,59.52,3,0.0,17.856
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,5.984,2,0.2,2.244
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,861.76,4,0.0,249.9104
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Storage,66.96,4,0.0,2.6784
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,6.24,2,0.0,3.0576
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,519.792,4,0.4,-112.6216
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.176,3,0.2,-5.4558
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.724,2,0.7,-1.9068
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,254.352,3,0.2,0.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.762,3,0.7,-2.7588
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.272,3,0.2,3.21
First Class,Consumer,United States,Clifton,New Jersey,7011,East,Office Supplies,Appliances,81.92,4,0.0,22.1184
First Class,Consumer,United States,Clifton,New Jersey,7011,East,Furniture,Furnishings,254.9,5,0.0,76.47
Second Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,89.95,5,0.0,43.176
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Technology,Phones,271.9,2,0.0,78.851
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Furniture,Furnishings,45.84,3,0.0,15.5856
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Furniture,Furnishings,9.82,2,0.0,3.2406
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,126.624,6,0.2,41.1528
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,663.92,5,0.2,207.475
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,120.0,8,0.0,13.2
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,3.29,1,0.0,1.4805
Same Day,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,18.84,3,0.0,6.0288
First Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,60.672,6,0.2,12.8928
First Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Art,30.816,9,0.2,2.6964
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,210.68,2,0.0,50.5632
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,78.8,1,0.0,1.576
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,19.99,1,0.0,6.7966
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,772.68,4,0.0,108.1752
First Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,37.68,6,0.0,16.956
Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Technology,Accessories,63.88,4,0.0,24.9132
Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Furniture,Furnishings,26.72,1,0.0,11.7568
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,393.25,5,0.0,129.7725
Second Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,2.214,3,0.7,-1.476
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,706.86,7,0.0,197.9208
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,5.97,5,0.7,-4.577
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,21.184,1,0.2,4.7664
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,41.376,6,0.2,3.1032
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,17.94,3,0.0,4.485
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.655,1,0.7,-1.8585
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,61.4,5,0.0,28.858
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,24.448,2,0.2,8.8624
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,263.96,4,0.0,71.2692
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,359.97,3,0.0,100.7916
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,116.82,3,0.0,5.841
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,276.784,2,0.2,89.9548
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,134.272,8,0.2,46.9952
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,77.58,9,0.0,20.1708
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,109.9,5,0.0,32.97
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,215.544,4,0.3,-58.5048
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,30.672,3,0.2,9.585
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1079.976,4,0.4,125.9972
Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Furnishings,56.52,9,0.0,21.4776
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.264,8,0.2,1.2672
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,284.08,10,0.2,24.857
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.496,4,0.2,6.7048
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Technology,Accessories,238.0,2,0.0,38.08
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,61.96,2,0.0,27.882
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Tables,239.372,2,0.3,-23.9372
Standard Class,Home Office,United States,Milford,Connecticut,6460,East,Technology,Accessories,199.75,5,0.0,87.89
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Furniture,Chairs,227.96,2,0.0,36.4736
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,293.52,6,0.0,76.3152
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,307.98,2,0.0,89.3142
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,128.34,6,0.0,37.2186
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,1252.704,8,0.4,-480.2032
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,110.97,5,0.4,-24.0435
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,62.82,9,0.0,29.5254
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Binders,7.38,1,0.0,3.6162
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,38.88,6,0.0,18.6624
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,187.76,4,0.0,76.9816
Same Day,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,67.15,5,0.0,16.7875
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Phones,549.98,2,0.0,142.9948
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,11.82,3,0.0,4.728
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,4643.8,4,0.0,2229.024
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,577.764,2,0.1,115.5528
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,189.7,10,0.0,91.056
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.99,1,0.0,20.0851
Second Class,Home Office,United States,Troy,New York,12180,East,Furniture,Furnishings,82.64,2,0.0,7.4376
Second Class,Home Office,United States,Troy,New York,12180,East,Office Supplies,Storage,31.02,2,0.0,8.0652
Second Class,Home Office,United States,Troy,New York,12180,East,Technology,Accessories,89.97,3,0.0,37.7874
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,23.744,2,0.2,8.3104
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,357.0,3,0.0,57.12
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,743.988,2,0.4,-123.998
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,122.94,3,0.0,30.735
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,35.448,7,0.2,12.8499
Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Phones,19.98,2,0.0,5.1948
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,2563.056,8,0.1,313.2624
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,3.424,1,0.2,0.2996
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Storage,1085.42,7,0.0,282.2092
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,43.056,9,0.2,15.6078
Standard Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Binders,10.332,3,0.7,-7.5768
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,299.9,2,0.0,74.975
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,11.21,1,0.0,3.363
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,8.74,2,0.0,2.2724
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,44.75,5,0.0,20.585
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,143.7,3,0.0,68.976
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,7.88,4,0.0,2.5216
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Storage,11.21,1,0.0,3.363
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Furniture,Chairs,354.9,5,0.0,88.725
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Paper,17.94,3,0.0,8.7906
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Binders,51.8,4,0.0,23.31
Second Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,299.52,9,0.0,149.76
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,31.4,5,0.0,13.188
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,9.48,1,0.0,3.792
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,209.5,10,0.0,58.66
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,24.3,5,0.0,10.449
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,32.448,2,0.2,7.3008
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,26.388,4,0.7,-17.592
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,373.47,5,0.4,-112.041
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,64.2,5,0.7,-44.94
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,8.0,2,0.2,2.8
First Class,Home Office,United States,Shelton,Connecticut,6484,East,Technology,Accessories,59.97,3,0.0,14.9925
First Class,Home Office,United States,Shelton,Connecticut,6484,East,Office Supplies,Paper,13.36,2,0.0,6.4128
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,16.24,1,0.0,2.436
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,77.55,5,0.0,21.714
Standard Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Appliances,76.12,2,0.0,22.0748
First Class,Home Office,United States,Akron,Ohio,44312,East,Office Supplies,Fasteners,17.184,6,0.2,6.2292
Standard Class,Home Office,United States,Danbury,Connecticut,6810,East,Furniture,Furnishings,27.46,2,0.0,9.8856
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Technology,Phones,137.94,3,0.0,35.8644
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,111.15,5,0.0,48.906
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Office Supplies,Appliances,901.95,3,0.0,297.6435
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,366.009,3,0.3,-47.0583
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Furniture,Chairs,155.372,2,0.3,-35.5136
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,232.4,5,0.2,78.435
Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,164.646,3,0.1,12.8058
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,22.68,2,0.0,11.1132
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,83.92,4,0.0,5.8744
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Accessories,141.9,5,0.0,58.179
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,39.98,2,0.0,9.1954
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,28.91,7,0.0,8.673
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,174.95,5,0.0,45.487
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Technology,Accessories,45.0,3,0.0,4.95
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,17.9,5,0.0,8.771
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Furnishings,40.48,2,0.0,17.4064
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Bookcases,2154.9,5,0.0,129.294
First Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,18.432,8,0.7,-12.288
Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,303.92,5,0.2,-30.392
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,274.2,10,0.0,112.422
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Accessories,25.488,2,0.2,4.4604
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.584,3,0.2,3.4398
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,431.94,2,0.4,-71.99
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.043,1,0.7,-1.4982
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,68.238,3,0.4,-12.5103
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,240.744,4,0.3,-13.7568
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,35.0,4,0.0,14.7
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,210.68,2,0.0,50.5632
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,637.896,3,0.3,-127.5792
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,43.44,8,0.0,21.2856
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Appliances,2.22,1,0.0,0.666
Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,25.3,5,0.0,11.891
Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Storage,95.94,3,0.0,9.594
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,17.94,3,0.0,3.0498
Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Appliances,370.14,3,0.0,144.3546
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Binders,37.896,4,0.7,-29.0536
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Paper,65.584,2,0.2,23.7742
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,1035.8,4,0.0,269.308
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,16.656,3,0.2,3.3312
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,20.7,2,0.0,9.936
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Art,59.52,3,0.0,15.4752
Second Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Accessories,479.97,3,0.0,177.5889
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Supplies,18.62,2,0.0,5.3998
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,49.632,6,0.2,16.7508
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Paper,97.82,2,0.0,45.9754
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,25.584,2,0.2,8.9544
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,3.64,2,0.0,0.9828
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,12.99,1,0.0,1.5588
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Chairs,182.22,3,0.0,45.555
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Chairs,302.94,3,0.0,18.1764
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,54.992,14,0.2,8.9362
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,44.376,2,0.4,-7.396
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,51.264,6,0.2,7.6896
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,5.193,3,0.7,-3.462
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,159.984,2,0.2,43.9956
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,54.224,2,0.2,3.389
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,18.312,4,0.7,-12.208
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,25.92,5,0.2,9.072
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,8.016,3,0.2,1.002
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,33.568,2,0.2,1.6784
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,422.625,7,0.3,0.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,199.98,2,0.0,83.9916
First Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Paper,31.104,6,0.2,10.8864
Standard Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,968.744,7,0.2,314.8418
Standard Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,222.352,13,0.2,77.8232
Standard Class,Corporate,United States,Hempstead,New York,11550,East,Technology,Copiers,479.984,2,0.2,89.997
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,24.56,2,0.0,11.5432
First Class,Consumer,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,102.3,1,0.0,26.598
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,11.088,7,0.7,-8.1312
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,51.968,2,0.2,-10.3936
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,4.768,2,0.2,0.4768
First Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,7.98,3,0.0,3.9102
Standard Class,Consumer,United States,New Bedford,Massachusetts,2740,East,Technology,Accessories,23.18,2,0.0,7.6494
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,56.96,2,0.0,21.0752
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,15.56,4,0.0,4.0456
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,353.568,2,0.2,-44.196
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,13.96,2,0.0,6.7008
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,65.12,4,0.0,16.9312
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,70.26,3,0.0,18.9702
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,90.0,5,0.0,16.2
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,6.096,2,0.2,2.0574
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,481.176,2,0.4,-120.294
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Fasteners,7.24,4,0.0,2.3892
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Bookcases,177.45,5,0.5,-78.078
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Binders,1369.764,6,0.7,-913.176
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Appliances,9.48,3,0.2,0.711
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,130.98,2,0.5,-89.0664
