,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
8445,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,240.744,4,0.3,-13.7568
8446,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,35.0,4,0.0,14.7
8447,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,210.68,2,0.0,50.5632
8448,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,637.896,3,0.3,-127.5792
8449,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,43.44,8,0.0,21.2856
8450,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Appliances,2.22,1,0.0,0.666
8460,Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,25.3,5,0.0,11.891
8461,Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Storage,95.94,3,0.0,9.594
8465,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,17.94,3,0.0,3.0498
8466,Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Appliances,370.14,3,0.0,144.3546
8474,Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Binders,37.896,4,0.7,-29.0536
8475,Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Paper,65.584,2,0.2,23.7742
8477,Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,1035.8,4,0.0,269.308
8481,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,16.656,3,0.2,3.3312
8482,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,20.7,2,0.0,9.936
8496,Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Art,59.52,3,0.0,15.4752
8497,Second Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Accessories,479.97,3,0.0,177.5889
8498,Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Supplies,18.62,2,0.0,5.3998
8499,Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,49.632,6,0.2,16.7508
8500,Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Paper,97.82,2,0.0,45.9754
8511,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,25.584,2,0.2,8.9544
8516,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,3.64,2,0.0,0.9828
8518,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,12.99,1,0.0,1.5588
8519,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Chairs,182.22,3,0.0,45.555
8520,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Chairs,302.94,3,0.0,18.1764
8521,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,54.992,14,0.2,8.9362
8524,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,44.376,2,0.4,-7.396
8525,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,51.264,6,0.2,7.6896
8526,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,5.193,3,0.7,-3.462
8527,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,159.984,2,0.2,43.9956
8528,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,54.224,2,0.2,3.389
8536,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,18.312,4,0.7,-12.208
8537,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,25.92,5,0.2,9.072
8538,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,8.016,3,0.2,1.002
8541,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,33.568,2,0.2,1.6784
8542,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,422.625,7,0.3,0.0
8543,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,199.98,2,0.0,83.9916
8567,First Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Paper,31.104,6,0.2,10.8864
8568,Standard Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,968.744,7,0.2,314.8418
8569,Standard Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,222.352,13,0.2,77.8232
8570,Standard Class,Corporate,United States,Hempstead,New York,11550,East,Technology,Copiers,479.984,2,0.2,89.997
8573,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,24.56,2,0.0,11.5432
8576,First Class,Consumer,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,102.3,1,0.0,26.598
8585,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,11.088,7,0.7,-8.1312
8588,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,51.968,2,0.2,-10.3936
8589,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,4.768,2,0.2,0.4768
8590,First Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,7.98,3,0.0,3.9102
8606,Standard Class,Consumer,United States,New Bedford,Massachusetts,2740,East,Technology,Accessories,23.18,2,0.0,7.6494
8607,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,56.96,2,0.0,21.0752
8608,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,15.56,4,0.0,4.0456
8609,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,353.568,2,0.2,-44.196
8610,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,13.96,2,0.0,6.7008
8619,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,65.12,4,0.0,16.9312
8626,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,70.26,3,0.0,18.9702
8627,Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,90.0,5,0.0,16.2
8628,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,6.096,2,0.2,2.0574
8629,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,481.176,2,0.4,-120.294
8630,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Fasteners,7.24,4,0.0,2.3892
8631,First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Bookcases,177.45,5,0.5,-78.078
8632,First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Binders,1369.764,6,0.7,-913.176
8633,First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Appliances,9.48,3,0.2,0.711
8634,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,130.98,2,0.5,-89.0664
8659,Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,30.96,6,0.2,11.223
8666,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,16.52,5,0.2,1.652
8670,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,182.352,3,0.2,-18.2352
8671,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,118.16,2,0.2,-25.109
8685,Second Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Storage,96.36,6,0.0,25.0536
8689,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,8.016,3,0.2,1.1022
8690,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Phones,259.896,2,0.4,-56.3108
8691,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Phones,247.188,2,0.4,-49.4376
8692,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Accessories,279.96,5,0.2,48.993
8703,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,3.552,2,0.2,0.444
8706,Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,172.764,2,0.1,13.4372
8707,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.52,2,0.0,1.6896
8715,Second Class,Corporate,United States,Elyria,Ohio,44035,East,Office Supplies,Binders,1.824,1,0.7,-1.3984
8735,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,64.96,4,0.0,9.744
8738,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,13.248,4,0.2,3.6432
8739,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,83.988,2,0.4,-20.997
8744,Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Art,17.12,4,0.0,4.9648
8745,Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Paper,59.94,3,0.0,28.1718
8749,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3050.376,3,0.2,1143.891
8750,First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,133.98,2,0.0,33.495
8753,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Labels,17.712,6,0.2,5.9778
8754,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,4.86,3,0.7,-3.564
8755,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,6.258,2,0.7,-5.215
8756,Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,37.68,2,0.0,10.5504
8757,Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Paper,51.84,8,0.0,24.8832
8758,Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,27.42,3,0.0,9.3228
8759,Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,5.4,3,0.0,2.592
8768,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,288.0,4,0.2,57.6
8773,Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Appliances,26.88,6,0.0,6.72
8774,Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,10.896,2,0.2,3.8136
8778,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Bookcases,287.976,3,0.2,7.1994
8798,Standard Class,Home Office,United States,Burlington,Vermont,5408,East,Technology,Phones,1294.75,5,0.0,336.635
8799,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1799.97,5,0.4,239.996
8803,First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,34.77,3,0.0,11.4741
8804,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,18.9,3,0.0,8.694
8806,Standard Class,Corporate,United States,Utica,New York,13501,East,Furniture,Furnishings,40.48,2,0.0,14.5728
8807,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,33.282,3,0.7,-27.735
8808,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,118.65,5,0.4,19.775
8809,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,14.76,5,0.2,4.9815
8814,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,307.98,2,0.0,89.3142
8815,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,44.1,6,0.0,20.727
8816,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,13.12,4,0.0,5.6416
8817,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,16.56,2,0.0,7.7832
8818,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,38.88,6,0.0,18.6624
8824,Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782
8825,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,6.912,3,0.2,2.5056
8832,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,1217.568,2,0.2,456.588
8844,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.236,3,0.7,-6.03
8845,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,4.824,3,0.2,1.7487
8846,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,91.36,5,0.2,29.692
8847,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,130.112,2,0.2,13.0112
8852,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,123.92,4,0.0,55.764
8853,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,55.6,5,0.2,6.255
8854,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,617.976,3,0.2,-7.7247
8860,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Labels,31.05,3,0.0,14.904
8861,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,8.92,4,0.0,3.9248
8862,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Binders,209.6,4,0.0,96.416
8863,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Appliances,111.04,4,0.0,29.9808
8864,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,38.88,6,0.0,18.6624
8872,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,101.994,2,0.7,-71.3958
8873,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,18.264,2,0.7,-13.3936
8877,Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Technology,Machines,480.0,4,0.0,225.6
8878,Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Storage,34.05,3,0.0,9.534
8884,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.528,4,0.7,-4.5696
8885,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.862,3,0.7,-2.2896
8886,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,20.856,8,0.7,-16.6848
8904,Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Labels,30.53,1,0.0,14.0438
8905,Same Day,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,30.84,3,0.0,6.168
8906,Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,75.06,9,0.0,33.777
8909,Standard Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Labels,21.93,3,0.0,10.3071
8920,Standard Class,Corporate,United States,Jamestown,New York,14701,East,Technology,Accessories,159.98,2,0.0,57.5928
8934,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,12.672,3,0.2,3.96
8935,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,1119.888,14,0.2,209.979
8946,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Paper,19.44,3,0.0,9.3312
8947,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,12.3,5,0.0,6.15
8966,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,72.0,1,0.2,14.4
8967,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,470.155,7,0.3,-13.433
8969,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,19.728,9,0.2,1.7262
8970,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Technology,Phones,151.188,2,0.4,-25.198
8971,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,271.764,2,0.1,60.392
8972,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,47.496,1,0.2,-1.1874
8978,Second Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,5.76,2,0.0,2.8224
8999,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,458.43,5,0.3,-124.431
9009,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,3.816,1,0.2,1.1925
9012,First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,135.8,7,0.0,66.542
9021,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,166.92,13,0.7,-116.844
9023,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,117.882,1,0.1,1.3098
9024,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,20.97,3,0.0,9.0171
9025,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,139.96,4,0.0,9.7972
9026,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,37.74,3,0.0,12.8316
9027,Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,14.82,3,0.0,6.2244
9028,Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,191.82,3,0.0,61.3824
9029,Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,13.904,2,0.2,4.5188
9036,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,25.92,4,0.0,12.4416
9037,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0.0,5.8708
9049,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,66.03,3,0.0,17.1678
9056,First Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,2621.322,11,0.1,553.3902
9062,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Fasteners,36.48,6,0.0,18.24
9067,Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Technology,Phones,90.48,2,0.0,23.5248
9070,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,11.352,3,0.2,2.6961
9075,First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,7.218,3,0.7,-5.5338
9076,First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Supplies,27.2,4,0.2,2.04
9089,Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,295.4,5,0.2,-62.7725
9091,Second Class,Corporate,United States,Troy,Ohio,45373,East,Office Supplies,Paper,15.552,3,0.2,5.4432
9092,Second Class,Corporate,United States,Troy,Ohio,45373,East,Furniture,Bookcases,482.94,6,0.5,-376.6932
9115,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,429.6,2,0.4,-93.08
9116,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.968,2,0.2,6.3936
9117,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,887.271,3,0.3,-63.3765
9118,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,21.696,4,0.2,7.0512
9123,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,78.759,9,0.7,-57.7566
9129,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Bookcases,301.47,3,0.5,-241.176
9130,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,18.656,2,0.2,1.6324
9131,Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Furniture,Furnishings,27.46,2,0.0,9.8856
9132,Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Office Supplies,Appliances,125.13,3,0.0,36.2877
9141,First Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,43.6,4,0.0,12.208
9146,Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Technology,Accessories,99.98,2,0.0,42.9914
9147,Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Art,8.04,6,0.0,2.7336
9148,Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Storage,1564.29,13,0.0,406.7154
9154,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,19.312,2,0.2,3.1382
9156,Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Appliances,101.96,2,0.0,27.5292
9157,Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Paper,259.74,13,0.0,124.6752
9158,Standard Class,Corporate,United States,Bangor,Maine,4401,East,Technology,Accessories,255.42,9,0.0,104.7222
9177,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,13.98,2,0.0,3.9144
9178,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,23.65,1,0.0,6.149
9187,Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Supplies,3.488,2,0.2,-0.6976
9188,Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Technology,Accessories,21.728,4,0.2,3.8024
9189,Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Storage,663.072,6,0.2,-165.768
9190,Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Binders,99.588,2,0.7,-82.99
9191,Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Paper,49.568,2,0.2,15.49
9200,First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Furniture,Bookcases,120.98,1,0.0,12.098
9201,First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Binders,315.98,1,0.0,148.5106
9202,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,28.752,3,0.2,10.0632
9203,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,114.95,5,0.0,32.186
9205,Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Art,15.48,3,0.0,4.4892
9206,Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Paper,51.84,8,0.0,24.8832
9214,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,20.664,7,0.2,6.9741
9218,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,44.688,7,0.2,3.3516
9219,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,301.47,3,0.5,-204.9996
9238,First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,147.568,2,0.2,-3.6892
9248,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.64,1,0.2,1.365
9249,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,881.93,7,0.0,220.4825
9267,Same Day,Consumer,United States,Freeport,New York,11520,East,Furniture,Chairs,102.582,1,0.1,6.8388
9268,Same Day,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Paper,20.04,3,0.0,9.6192
9269,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,32.088,7,0.2,11.2308
9270,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,4305.552,6,0.2,1453.1238
9271,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,10.02,3,0.0,4.4088
9272,Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,631.96,4,0.0,303.3408
9277,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,15.936,4,0.2,5.1792
9278,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,8.001,7,0.7,-5.6007
9279,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,398.972,2,0.3,-28.498
9288,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,1079.316,6,0.3,-15.4188
9290,First Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Art,9.84,3,0.0,2.8536
9291,First Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Binders,34.5,3,0.0,15.525
9293,Second Class,Consumer,United States,Hagerstown,Maryland,21740,East,Office Supplies,Binders,43.8,6,0.0,20.586
9294,Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,13.872,3,0.2,5.0286
9295,Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Bookcases,115.96,4,0.5,-64.9376
9310,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,146.688,8,0.2,45.84
9315,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,118.782,3,0.4,-27.7158
9316,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Supplies,769.184,4,0.2,-163.4516
9318,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,13.36,2,0.0,6.4128
9319,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,163.764,2,0.1,25.4744
9320,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,183.92,4,0.0,31.2664
9330,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,15.56,2,0.0,7.3132
9343,First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Tables,455.97,5,0.4,-106.393
9344,First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,5.715,5,0.7,-4.7625
9345,First Class,Home Office,United States,Troy,Ohio,45373,East,Technology,Phones,57.594,1,0.4,-11.5188
9346,First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Furnishings,30.144,2,0.2,8.2896
9347,First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Chairs,899.43,5,0.3,-12.849
9357,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,43.12,5,0.2,15.092
9358,Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,313.722,3,0.4,-99.3453
9359,Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,45.98,1,0.0,7.8166
9360,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,428.68,7,0.0,0.0
9366,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,68.48,2,0.2,25.68
9367,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Storage,1676.88,6,0.0,83.844
9368,First Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,37.94,2,0.0,18.2112
9369,Second Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Chairs,272.97,3,0.0,43.6752
9370,First Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,41.568,4,0.2,-4.1568
9371,First Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,317.058,3,0.3,-86.0586
9372,First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,8.04,5,0.2,2.9145
9376,Standard Class,Consumer,United States,East Orange,New Jersey,7017,East,Technology,Accessories,31.8,3,0.0,13.674
9384,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,25.92,4,0.0,12.4416
